# lemma	paradigms	pos — from apertium-kaz's lexc, tools/apertium_paradigms.py
Аррениус	NP-COG-MF	np
Арсалиев	NP-COG-OB	np
Арсен	NP-ANT-M	np
Арсений	NP-ANT-M	np
Арсентьев	NP-COG-OB	np
Арсланов	NP-COG-OB	np
Артаев	NP-COG-OB	np
Артамонов	NP-COG-OB	np
Артеев	NP-COG-OB	np
Артем	NP-ANT-M,NP-TOP	np
Артемид	NP-TOP	np
Артемида	NP-AL,NP-ANT-F	np
Артемьев	NP-COG-OB	np
Артур	NP-ANT-M	np
Артыш	NP-ANT-M	np
Артық	NP-ANT-M	np
Артықбай	NP-ANT-M	np
Артыққали	NP-ANT-M	np
Ару	NP-ANT-F	np
Аруба	NP-TOP	np
Архангельск	NP-TOP	np
Архандеев	NP-COG-OB	np
Архимед	NP-ANT-M	np
Архипов	NP-COG-OB	np
Арцыбышев	NP-COG-OB	np
Арча	NP-TOP	np
Арчибальд	NP-ANT-M	np
Аршалы	NP-TOP	np
Аршат	NP-ANT-F	np
Аршинов	NP-COG-OB	np
Арын	NP-ANT-M	np
Арынбай	NP-ANT-M	np
Арынбек	NP-ANT-M	np
Арындық	NP-ANT-M	np
Арынов	NP-COG-OB	np
Арынғазы	NP-ANT-M	np
Арыс	NP-TOP	np
Арыс-Түркістан	NP-TOP	np
Арысбай	NP-ANT-M	np
Арыстан	NP-ANT-M	np
Арыстанбай	NP-ANT-M	np
Арыстанбек	NP-ANT-M	np
Арыстанды	NP-TOP	np
Арыстанов	NP-COG-OB	np
Арыстанқали	NP-ANT-M	np
Арысқұм	NP-TOP	np
Арықбалық	NP-TOP	np
Арықты	NP-TOP	np
Арьян	NP-ANT-M	np
Арғанаты	NP-TOP	np
Арғынбаев	NP-COG-OB	np
Арқайым	NP-TOP	np
Арқалық	NP-TOP	np
Арқанкерген	NP-TOP	np
Арқарлы	NP-TOP	np
Арқат	NP-ANT-M,NP-TOP	np
Ас	NP-ANT-M	np
Аса	NP-ANT-M	np
Асабай	NP-ANT-M	np
Асад	NP-ANT-M,NP-COG-MF	np
Асайын	NP-ANT-M	np
Асамат	NP-ANT-M	np
Асан	NP-ANT-M	np
Асанас	NP-TOP	np
Асанбай	NP-ANT-M	np
Асанбек	NP-ANT-M	np
Асанжан	NP-ANT-M	np
Асанкелді	NP-ANT-M	np
Асанмұрат	NP-ANT-M	np
Асанов	NP-COG-OB	np
Асанқали	NP-ANT-M	np
Асанқан	NP-ANT-M	np
Асанқожа	NP-ANT-M	np
Асаубалық	NP-TOP	np
Асаутай	NP-ANT-M	np
Асаф	NP-ANT-M	np
Асель	NP-ANT-F	np
Асем	NP-ANT-F	np
Асимов	NP-COG-OB	np
Аскольд	NP-COG-MF	np
Аслан	NP-ANT-M	np
Асланбек	NP-ANT-M	np
Асли	NP-ANT-F	np
Аснар	NP-COG-MF	np
Аспазия	NP-ANT-F	np
Аспандиаров	NP-COG-OB	np
Аспандияр	NP-ANT-M	np
Аспантау	NP-TOP	np
Аспара	NP-TOP	np
Аспен	NP-ANT-F	np
Аспижаб	NP-TOP	np
Ассанж	NP-COG-MF	np
Ассельборн	NP-COG-MF	np
Ассириялық	N1	n
Ассур	NP-ANT-M	np
Астам	NP-ANT-M	np
Астана	NP-TOP	np
Астор	NP-ANT-M	np
Астрахан	NP-TOP	np
Астурия	NP-TOP	np
Асубұлақ	NP-TOP	np
Асулан	NP-ANT-M	np
Асхат	NP-ANT-M	np
Асы	NP-TOP	np
Асыл	NP-ANT-F,NP-ANT-M	np
Асылбек	NP-ANT-M	np
Асылбеков	NP-COG-OB	np
Асылов	NP-COG-OB	np
Асылтас	NP-ANT-F	np
Асылхан	NP-ANT-M	np
Асылша	NP-ANT-F	np
Асысаға	NP-TOP	np
Асықата	NP-TOP	np
Асқан	NP-ANT-M	np
Асқар	NP-ANT-M	np
Асқаралы	NP-ANT-M	np
Асқарбай	NP-ANT-M	np
Асқарбек	NP-ANT-M	np
Асқарбекұлы	NP-ANT-M	np
Асқаржан	NP-ANT-M	np
Асқаров	NP-COG-OB	np
Ат	NP-ANT-M	np
Атабаев	NP-COG-OB	np
Атабай	NP-TOP	np
Атабек	NP-ANT-M	np
Атабеков	NP-COG-OB	np
Аталай	NP-COG-MF	np
Аталанта	NP-ORG	np
Аталық	NP-ANT-M	np
Атаманов	NP-COG-OB	np
Атамбаев	NP-COG-OB	np
Атамұрат	NP-ANT-M	np
Атанасов	NP-COG-OB	np
Атанияз	NP-ANT-M	np
Атаниязов	NP-COG-OB	np
Атасу	NP-TOP	np
Атағозиев	NP-COG-OB	np
Атбасар	NP-TOP	np
Атена	NP-ANT-F	np
Атжақты	NP-TOP	np
Аткинсон	NP-COG-MF	np
Атлант	NP-AL	np
Атланта	NP-TOP	np
Атлантик	NP-TOP	np
Атлантика	NP-TOP	np
Атлантикалық	A1	adj
Атласов	NP-COG-OB	np
Атрохов	NP-COG-OB	np
Атрошенко	NP-COG-MF	np
Аттила	NP-ANT-M	np
Атшабаров	NP-COG-OB	np
Атшыбаев	NP-COG-OB	np
Атымтай	NP-ANT-M	np
Атырау	NP-TOP	np
Ауан	NP-TOP	np
Аугусто	NP-ANT-M	np
Аурангзеб	NP-ANT-M	np
Аурелио	NP-ANT-M	np
Аурелия	NP-ANT-M	np
Аустралия	NP-TOP	np
Аустрия	NP-TOP	np
Ауған	N1-NAT	n
Ауғанстан	NP-TOP	np
Ауқатты	NP-TOP	np
Афанасьев	NP-COG-OB,NP-TOP	np
Афина	NP-TOP	np
Афон	NP-ANT-M	np
Афонсо	NP-COG-MF	np
Африка	NP-TOP	np
Ах	NP-ANT-M	np
Ахаб	NP-ANT-M	np
Ахан	NP-ANT-M	np
Аханов	NP-COG-OB	np
Ахат	NP-ANT-M	np
Ахемен	N1	n
Ахен	NP-TOP	np
Ахерн	NP-COG-MF	np
Ахиллес	NP-ANT-M	np
Ахмад	NP-ANT-M	np
Ахмадиев	NP-COG-OB	np
Ахмадинежад	NP-COG-MF	np
Ахмар	NP-ANT-M	np
Ахматканов	NP-COG-OB	np
Ахматов	NP-COG-OB	np
Ахмед	NP-ANT-M	np
Ахмединежад	NP-COG-M	np
Ахмедияр	NP-ANT-M	np
Ахмедияров	NP-COG-OB	np
Ахмедов	NP-COG-OB	np
Ахмеров	NP-COG-OB	np
Ахмет	NP-ANT-M	np
Ахметбеков	NP-COG-OB	np
Ахметжан	NP-ANT-M	np
Ахметжанов	NP-COG-OB	np
Ахметов	NP-COG-OB	np
Ахметсапа	NP-ANT-M	np
Ахрам	NP-ANT-M	np
Ашанти	NP-TOP	np
Ашимханов	NP-COG-OB	np
Аширбаев	NP-COG-OB	np
Ашкеров	NP-COG-OB	np
Аюбаев	NP-COG-OB	np
Аюханов	NP-COG-OB	np
Аюшат	NP-TOP	np
Аягөз	NP-TOP	np
Аязқала	NP-TOP	np
Аян	NP-ANT-M	np
Аяубаев	NP-COG-OB	np
Аяччо	NP-TOP	np
Аяғанов	NP-COG-OB	np
Аяққамыр	NP-TOP	np
Ағабек	NP-ANT-M	np
Ағадыр	NP-TOP	np
Ағайсенов	NP-COG-OB	np
Ағайша	NP-ANT-F	np
Ағеділ	NP-TOP	np
Ағзам	NP-ANT-M	np
Ағила	NP-ANT-F	np
Ағлая	NP-ANT-F	np
Ағыбайұлы	NP-COG-M	np
Ағылшын	N1-NAT	n
Ағын	NP-ANT-M	np
АҚ	ABBR	abbr
АҚШ	ABBR,NP-TOP-ABBR	abbr+np
Ақаев	NP-COG-OB	np
Ақай	NP-ANT-M	np
Ақан	NP-ANT-M	np
Ақанаев	NP-COG-OB	np
Ақанбарақ	NP-TOP	np
Ақанов	NP-COG-OB	np
Ақарал	NP-TOP	np
Ақатұлы	NP-COG-M	np
Ақбай	NP-ANT-M	np
Ақбала	NP-ANT-F	np
Ақбастау	NP-TOP	np
Ақбасты	NP-TOP	np
Ақбатес	NP-ANT-F	np
Ақбауыр	NP-TOP	np
Ақбақай	NP-TOP	np
Ақбейіт	NP-TOP	np
Ақберді	NP-ANT-M	np
Ақбет	NP-TOP	np
Ақбешім	NP-TOP	np
Ақболат	NP-ANT-M	np
Ақбота	NP-ANT-F	np
Ақбұлақ	NP-TOP	np
Ақбұлым	NP-TOP	np
Ақдала	NP-TOP	np
Ақдаласор	NP-TOP	np
Ақдөң	NP-TOP	np
Ақеділ	NP-ANT-M	np
Ақеспе	NP-TOP	np
Ақжайық	NP-TOP	np
Ақжайқын	NP-TOP	np
Ақжал	NP-TOP	np
Ақжан	NP-ANT-M,NP-TOP	np
Ақжанат	NP-ANT-M	np
Ақжар	NP-TOP	np
Ақжарма	NP-TOP	np
Ақжарқын	NP-ANT-M	np
Ақжелке	NP-ANT-M	np
Ақжол	NP-ANT-M	np
Ақжігіт	NP-ANT-M	np
Ақкесене	NP-TOP	np
Ақкиізтоғай	NP-TOP	np
Ақкөл	NP-TOP	np
Ақлима	NP-ANT-F	np
Ақмарал	NP-ANT-F	np
Ақмая	NP-TOP	np
Ақмешіт	NP-TOP	np
Ақмола	NP-TOP	np
Ақмәмбет	NP-TOP	np
Ақназар	NP-ANT-M	np
Ақоба	NP-TOP	np
Ақорда	NP-TOP	np
Ақпанбет	NP-ANT-M	np
Ақпар	NP-ANT-M	np
Ақсай	NP-TOP	np
Ақсақалов	NP-COG-OB	np
Ақсейіт	NP-TOP	np
Ақсораң	NP-TOP	np
Ақсу	NP-TOP	np
Ақсу-Аюлы	NP-TOP	np
Ақсуат	NP-TOP	np
Ақсубай	NP-TOP	np
Ақсүйек	NP-TOP	np
Ақсүмбе	NP-TOP	np
Ақсұлтан	NP-ANT-M	np
Ақтай	NP-TOP	np
Ақтайлақ	NP-TOP	np
Ақтам	NP-TOP	np
Ақтамақ	NP-ANT-F	np
Ақтаныш	NP-TOP	np
Ақтас	NP-TOP	np
Ақтасты	NP-TOP	np
Ақтастысай	NP-TOP	np
Ақтау	NP-TOP	np
Ақтаң	NP-ANT-M	np
Ақтерек	NP-TOP	np
Ақтоғай	NP-TOP	np
Ақтоған	NP-TOP	np
Ақтоқты	NP-ANT-F	np
Ақтілек	NP-ANT-M	np
Ақтүбек	NP-TOP	np
Ақтөбе	NP-TOP	np
Ақтөбемұнайгаз	NP-ORG	np
Ақшатау	NP-TOP	np
Ақшеңгелді	NP-TOP	np
Ақши	NP-TOP	np
Ақшора	NP-ANT-M	np
Ақшоқы	NP-TOP	np
Ақшәулі	NP-TOP	np
Ақылбай	NP-ANT-M	np
Ақылбек	NP-ANT-M	np
Ақын	NP-ANT-M	np
Ақынжан	NP-ANT-M	np
Ақынжанов	NP-COG-OB	np
Ақыраб	NP-TOP	np
Ақырап	NP-ANT-M	np
Ақыртас	NP-TOP	np
Ақыртөбе	NP-TOP	np
Ақышев	NP-COG-OB	np
Аққаба	NP-TOP	np
Аққайнар	NP-TOP	np
Аққайың	NP-TOP	np
Аққал	NP-ANT-F,NP-ANT-M	np
Аққанбұрлық	NP-TOP	np
Аққасқа	NP-AL	np
Аққожа	NP-ANT-M	np
Аққозы	NP-ANT-M	np
Аққорған	NP-TOP	np
Аққоңыр	NP-TOP	np
Аққу	NP-AL,NP-TOP	np
Аққыз	NP-ANT-F	np
Аққыр	NP-TOP	np
Аққыстау	NP-TOP	np
Аққұдық	NP-TOP	np
Аққұлы	NP-COG-MF	np
Аққұм	NP-TOP	np
Аққұяш	NP-TOP	np
Ақәжетай	NP-ANT-F	np
Аңдас	NP-ANT-M	np
Аңсар	NP-ANT-M	np
Аңсаған	NP-ANT-M	np
Аңырақай	NP-TOP	np
Аһимса	N1	n
АӨСШК	ABBR	abbr
БАҚ	N1-ABBR	?
ББС	ABBR	abbr
БМТРК	NP-TOP-ABBR	np
БОАК	ABBR	abbr
БСН	ABBR	abbr
БТА	ABBR,NP-ORG-ABBR	abbr+np
БХООО	NP-TOP-ABBR	np
Ба	NP-ANT-M	np
Баба	NP-ANT-M	np
Бабажан	NP-ANT-M	np
Бабажанов	NP-COG-OB	np
Бабайқорған	NP-TOP	np
Бабамкожа	NP-COG-MF	np
Бабан	NP-TOP	np
Бабанияз	NP-ANT-M	np
Бабас	NP-ANT-M	np
Бабата	NP-TOP	np
Бабатоған	NP-TOP	np
Бабахан	NP-ANT-M	np
Бабағали	NP-ANT-M	np
Бабақожа	NP-ANT-M	np
Бабақұмаров	NP-COG-OB	np
Бабенко	NP-COG-MF	np
Бабичев	NP-COG-OB	np
Бабурин	NP-COG-IN	np
Бабыл	NP-TOP	np
Бабықұм	NP-TOP	np
Бав	NP-ANT-M	np
Бавария	NP-TOP	np
Бавдинов	NP-COG-OB	np
Багам%	N-COMPOUND-PX,NP-TOP-COMPOUND	np
Багамалар	NP-TOP	np
Багдад	NP-TOP	np
Багул	NP-ANT-F	np
Бадам	NP-TOP	np
Бадамбай	NP-ANT-M	np
Бадамшы	NP-TOP	np
Бадер	NP-ANT-F	np
Бадиға	NP-ANT-F	np
Бадігулжамал	NP-ANT-F	np
Баз	NP-ANT-M	np
Базаев	NP-COG-OB	np
Базан	NP-ANT-M	np
Базар	NP-ANT-M,NP-TOP	np
Базарайм	NP-ANT-F	np
Базаралы	NP-ANT-M	np
Базарбаев	NP-COG-OB	np
Базарбай	NP-ANT-M	np
Базаргүл	NP-ANT-F	np
Базартөбе	NP-TOP	np
Базаршолан	NP-TOP	np
Базель	NP-TOP	np
Базиликата	NP-TOP	np
Базилио	NP-ANT-M	np
Базыл	NP-ANT-M	np
Базылбек	NP-ANT-M	np
Бай	NP-ANT-M	np
Байарыстан	NP-ANT-M	np
Байахмет	NP-ANT-M	np
Байақын	NP-ANT-M	np
Байбарыс	NP-ANT-M	np
Байбақты	NP-ANT-M	np
Байбек	NP-ANT-M	np
Байбол	NP-ANT-M	np
Байболат	NP-ANT-M	np
Байболды	NP-ANT-M	np
Байболсын	NP-ANT-M	np
Байбосын	NP-ANT-M	np
Байбосынов	NP-COG-OB	np
Байбөрі	NP-ANT-M	np
Байбөрілі	NP-TOP	np
Байгелдиев	NP-COG-OB	np
Байгозы	NP-ANT-M	np
Байдалы	NP-ANT-M	np
Байдар	NP-ANT-M	np
Байден	NP-COG-MF	np
Байдеряков	NP-COG-OB	np
Байдуков	NP-COG-OB	np
Байділда	NP-ANT-M	np
Байдәулет	NP-ANT-M	np
Байер%	NP-ORG	np
Байжан	NP-ANT-M	np
Байжанбай	NP-ANT-M	np
Байжанов	NP-COG-OB	np
Байжансай	NP-TOP	np
Байжарас	NP-ANT-M	np
Байжол	NP-ANT-M	np
Байжігіт	NP-ANT-M	np
Байзақ	NP-ANT-M,NP-TOP	np
Байзақов	NP-COG-OB,NP-TOP	np
Байкал	NP-TOP	np
Байков	NP-COG-OB	np
Байлы	NP-ANT-M	np
Баймади	NP-ANT-M	np
Байман	NP-ANT-M	np
Баймаханов	NP-COG-OB	np
Баймағамбет	NP-ANT-M	np
Баймағамбетов	NP-COG-OB	np
Баймағанбетов	NP-COG-OB	np
Байменов	NP-COG-OB	np
Баймырза	NP-ANT-M,NP-TOP	np
Баймырзаев	NP-COG-OB	np
Баймұрат	NP-ANT-M	np
Баймұратов	NP-COG-OB	np
Байназар	NP-ANT-M	np
Байнұр	NP-ANT-M	np
Байпаков	NP-COG-OB	np
Байпақов	NP-COG-OB	np
Байрон	NP-ANT-M,NP-COG-MF	np
Байсаков	NP-COG-OB	np
Байсал	NP-ANT-M	np
Байсан	NP-ANT-M	np
Байсары	NP-ANT-M	np
Байсейiтов	NP-COG-OB	np
Байсейіт	NP-TOP	np
Байсейітов	NP-COG-OB	np
Байсерке	NP-ANT-M,NP-TOP	np
Байсұлтан	NP-ANT-M	np
Байтазиев	NP-COG-OB	np
Байтас	NP-ANT-M	np
Байтақ	NP-ANT-M	np
Байтақкөл	NP-TOP	np
Байтемір	NP-ANT-M	np
Байту	NP-ANT-M	np
Байтуғай	NP-ANT-M	np
Байтұр	NP-ANT-M	np
Байтұрсынов	NP-COG-OB	np
Байтұрсынұлы	NP-COG-M	np
Байшонас	NP-TOP	np
Байшұлақов	NP-COG-OB	np
Байызбай	NP-ANT-M	np
Байылдыр	NP-TOP	np
Байынқол	NP-TOP	np
Байыр	NP-ANT-M	np
Байырқұм	NP-TOP	np
Байысов	NP-COG-OB	np
Байғабыл	NP-TOP	np
Байғани	NP-ANT-M	np
Байғанин	NP-TOP	np
Байғожа	NP-ANT-M	np
Байқабыл	NP-TOP	np
Байқадамов	NP-COG-OB	np
Байқанат	NP-ANT-M	np
Байқара	NP-TOP	np
Байқожа	NP-TOP	np
Байқоныс	NP-TOP	np
Байқошқар	NP-ANT-M	np
Байқоңыр	NP-TOP	np
Байқоңыров	NP-COG-OB	np
Байқұт	NP-ANT-M	np
Байқұтты	NP-ANT-M	np
Байұзақ	NP-ANT-M	np
Бак	NP-ANT-M	np
Бакиев	NP-COG-OB	np
Бакримович	NP-PAT-VICH	np
Баку	NP-TOP	np
Бакчиев	NP-COG-OB	np
Бал	NP-ANT-M	np
Балабай	NP-ANT-M	np
Балажанов	NP-COG-OB	np
Балакөл	NP-TOP	np
Баланды	NP-TOP	np
Баласағұн	NP-TOP	np
Балаталдық	NP-TOP	np
Балатопар	NP-TOP	np
Балауса	NP-ANT-F	np
Балахмет	NP-ANT-M	np
Балақаев	NP-COG-OB	np
Балақай	NP-ANT-M	np
Балақұлболды	NP-TOP	np
Балаұйық	NP-TOP	np
Балбала	NP-ANT-F	np
Балбырауын	NP-TOP	np
Балгүл	NP-ANT-F	np
Балдай	NP-ANT-F	np
Балдр	NP-ANT-M	np
Балдық	NP-TOP	np
Балжан	NP-ANT-F	np
Балиев	NP-COG-OB	np
Балкан	NP-TOP	np
Балкашев	NP-COG-OB	np
Балкашино	NP-TOP	np
Балмағамбетов	NP-COG-OB	np
Балмұқан	NP-ANT-M	np
Балта	NP-ANT-M	np
Балтабай	NP-ANT-M,NP-TOP	np
Балтабек	NP-ANT-M	np
Балтабеков	NP-COG-OB	np
Балтаев	NP-COG-OB	np
Балтасов	NP-COG-OB	np
Балтатарақ	NP-TOP	np
Балтач	NP-TOP	np
Балтиев	NP-COG-OB	np
Балтика	NP-TOP	np
Балтимор	NP-TOP	np
Балтық	NP-TOP	np
Балтық%	NP-TOP	np
Балуанғали	NP-ANT-M	np
Балшекер	NP-ANT-F	np
Балым	NP-ANT-F	np
Балық	NP-TOP	np
Балық%	NP-TOP	np
Балықтыкөл	NP-TOP	np
Балыұшы	NP-TOP	np
Бальбоа	NP-COG-MF	np
Балғабаев	NP-COG-OB	np
Балғабек	NP-ANT-M	np
Балғаным	NP-ANT-F	np
Балғасын	NP-TOP	np
Балғымбаев	NP-COG-OB	np
Балқадиша	NP-ANT-F	np
Балқаш	NP-TOP	np
Балқаш-Алакөл	NP-TOP	np
Балқожа	NP-ANT-M	np
Балқы	NP-ANT-M	np
Балқыбай	NP-ANT-M	np
Балқыбек	NP-ANT-M	np
Балқұдық	NP-TOP	np
Бамако	NP-TOP	np
Бангалор	NP-TOP	np
Бангкок	NP-TOP	np
Бангладеш	NP-TOP	np
Бандар-Сери-Бегаван	NP-TOP	np
Бандерас	NP-COG-MF	np
Банко	NP-ANT-M,NP-COG-MF	np
Бану	NP-ANT-F	np
Бапа	NP-ANT-M	np
Бапов	NP-COG-OB	np
Бапы	NP-ANT-M	np
Барабба	NP-ANT-M	np
Барабы	NP-TOP	np
Бараев	NP-COG-OB	np
Барак	NP-ANT-M	np
Баранов	NP-COG-OB	np
Барат	NP-ANT-M	np
Барахас	NP-TOP	np
Барақ	NP-ANT-M	np
Барақкөл	NP-TOP	np
Барбадос	NP-TOP	np
Барбара	NP-ANT-F	np
Бардасов	NP-COG-OB	np
Баржақсы	NP-ANT-M	np
Бари	NP-ANT-M	np
Барклай	NP-COG-MF	np
Барклейз	NP-TOP	np
Барлас	NP-ANT-M	np
Барлоу	NP-COG-MF	np
Барлыбай	NP-ANT-M,NP-TOP	np
Барлық	NP-TOP	np
Барлықарасан	NP-TOP	np
Бармаққұм	NP-TOP	np
Бароссо	NP-COG-MF	np
Барретт	NP-ANT-M	np
Барри	NP-ANT-M	np
Барро	NP-COG-MF	np
Барсакелмес	NP-TOP	np
Барселона	NP-ORG,NP-TOP	np
Бартоғай	NP-TOP	np
Бартушка	NP-COG-MF	np
Барханқұм	NP-TOP	np
Баршатас	NP-TOP	np
Баршақұм	NP-TOP	np
Баршын	NP-TOP	np
Баршынкент	NP-TOP	np
Барыс	NP-ANT-M	np
Барышников	NP-COG-OB	np
Бас	NP-ANT-M	np
Басар	NP-ANT-M	np
Басарал	NP-TOP	np
Басбаев	NP-COG-OB	np
Баск	N1	n
Баскаков	NP-COG-OB	np
Баспаев	NP-COG-OB	np
Басра	NP-TOP	np
Бастаубай	NP-ANT-M	np
Бастиан	NP-ANT-M	np
Басши	NP-TOP	np
Басым	NP-ANT-M	np
Басымов	NP-COG-OB	np
Басықара	NP-TOP	np
Басқамыр	NP-TOP	np
Басқан	NP-ANT-M,NP-TOP	np
Басқыншы	NP-TOP	np
Басқұншақ	NP-TOP	np
Баталов	NP-COG-OB	np
Баташов	NP-COG-OB	np
Батист	NP-ANT-M	np
Баторий	NP-COG-M	np
Батпайсағыр	NP-TOP	np
Батпақты	NP-TOP	np
Батпаққара	NP-TOP	np
Батраков	NP-COG-OB	np
Батсайы	NP-ANT-F	np
Баттал	NP-ANT-M	np
Батталхан	NP-ANT-M	np
Батуров	NP-COG-OB	np
Батый	NP-ANT-M	np
Батыр	NP-ANT-M	np
Батырбек	NP-ANT-M	np
Батырлан	NP-ANT-M	np
Батырхан	NP-ANT-M	np
Батырша	NP-ANT-M	np
Баубек	NP-ANT-M	np
Баулы	NP-TOP	np
Бауыржан	NP-ANT-M	np
Бафинов	NP-COG-OB	np
Бахар	NP-TOP	np
Бахмисов	NP-COG-OB	np
Бахрейн	NP-TOP	np
Бахтия	NP-COG-MF	np
Бахтияр	NP-ANT-M	np
Бачериков	NP-COG-OB	np
Баччан	NP-COG-MF	np
Башадар	NP-TOP	np
Башар	NP-ANT-M	np
Башкиров	NP-COG-OB	np
Башмаков	NP-COG-OB	np
Башқұртстан	NP-TOP	np
Баязит	NP-ANT-M	np
Баян	NP-ANT-F,NP-ANT-M	np
Баянаула	NP-TOP	np
Баянауыл	NP-TOP	np
Баянды	NP-ANT-M	np
Баянжүрек	NP-TOP	np
Баянсұлу	NP-ANT-F	np
Баят	NP-ANT-M	np
Бағамалар	NP-TOP	np
Бағашар	NP-ANT-M	np
Бағдад	NP-TOP-RUS	np
Бағдат	NP-ANT-M,NP-TOP	np
Бағдатұлы	NP-ANT-M	np
Бағила	NP-ANT-F	np
Бағлан	NP-ANT-M	np
Бағланов	NP-COG-OB	np
Бағыбай	NP-ANT-M	np
Бағымша	NP-ANT-F	np
Бағырлай	NP-TOP	np
Бағытқали	NP-ANT-M	np
Бақай	NP-ANT-M,NP-TOP	np
Бақалы	NP-TOP	np
Бақанас	NP-TOP	np
Бақашы	NP-TOP	np
Бақбақты	NP-TOP	np
Бақбергенов	NP-COG-OB	np
Бақи	NP-ANT-M	np
Бақсай	NP-TOP	np
Бақтаев	NP-COG-OB	np
Бақталап	NP-ANT-M	np
Бақтарай	NP-ANT-M	np
Бақты	NP-TOP	np
Бақтыбай	NP-ANT-M	np
Бақтыгүл	NP-ANT-F	np
Бақтығұл	NP-ANT-M	np
Бақшасарай	NP-TOP	np
Бақыртау	NP-TOP	np
Бақыт	NP-ANT-M	np
Бақытбек	NP-ANT-M	np
Бақытжан	NP-ANT-M	np
Бақытжар	NP-ANT-M	np
Бақыткереев	NP-COG-OB	np
Баққожа	NP-ANT-M	np
Баңладеш	NP-TOP	np
Беатрис	NP-ANT-F	np
Бегалиев	NP-COG-OB	np
Беген	NP-TOP	np
Бегеш	NP-ANT-M	np
Бегімбет	NP-TOP	np
Бедарев	NP-COG-OB	np
Беделбай	NP-ANT-M	np
Беделбек	NP-ANT-M	np
Беделхан	NP-ANT-M	np
Бедров	NP-COG-OB	np
Бежінтау	NP-TOP	np
Без	NP-ANT-M	np
Безсонов	NP-COG-OB	np
Бейбітгүл	NP-ANT-F	np
Бейбітжан	NP-ANT-M	np
Бейжің	NP-TOP	np
Бейнеу	NP-TOP	np
Бейрут	NP-TOP	np
Бейсалы	NP-ANT-M	np
Бейсбеков	NP-COG-OB	np
Бейсекеев	NP-COG-OB	np
Бейсеков	NP-COG-OB	np
Бейсенов	NP-COG-OB	np
Бейтен	NP-ANT-F	np
Бейімбет	NP-ANT-M	np
Бейіс	NP-ANT-M	np
Бейісбай	NP-ANT-M	np
Бейісбек	NP-ANT-M	np
Бейісқали	NP-ANT-M	np
Бейқан	NP-ANT-M	np
Бейқұт	NP-ANT-M	np
Бек	NP-ANT-M,NP-COG-MF	np
Бекайдар	NP-ANT-M	np
Бекбаев	NP-COG-OB	np
Бекбай	NP-ANT-M	np
Бекбатыр	NP-ANT-M	np
Бекбау	NP-ANT-M	np
Бекберген	NP-ANT-M	np
Бекбие	NP-TOP	np
Бекбол	NP-ANT-M	np
Бекболат	NP-ANT-M	np
Бекбосынов	NP-COG-OB	np
Бекдайыр	NP-ANT-M	np
Бекдана	NP-ANT-F	np
Бекежан	NP-ANT-M	np
Бекежанов	NP-COG-OB	np
Бекей	NP-ANT-M	np
Бекембай	NP-ANT-M	np
Бекенов	NP-COG-OB	np
Бекер	NP-ANT-M,NP-COG-MF	np
Бекетаев	NP-COG-OB	np
Бекетов	NP-COG-OB	np
Бекжан	NP-ANT-M	np
Бекжасар	NP-ANT-M	np
Бекжігіт	NP-ANT-M	np
Бекзат	NP-ANT-M	np
Беккелді	NP-ANT-M	np
Беккет	NP-COG-MF	np
Беккожа	NP-ANT-M	np
Беклан	NP-ANT-M	np
Бекмамбетов	NP-COG-OB	np
Бекмаханов	NP-COG-OB	np
Бекмұрат	NP-ANT-M	np
Бекмұхамбет	NP-ANT-M	np
Бекмұхамбетов	NP-COG-OB	np
Бекмұханбетов	NP-COG-OB	np
Бекмәмбетов	NP-COG-OB	np
Бекназар	NP-ANT-M	np
Бекназаров	NP-COG-OB	np
Бекнар	NP-ANT-M	np
Бекнияз	NP-ANT-M	np
Бексейіт	NP-ANT-M	np
Бексұлтан	NP-ANT-M	np
Бексұлу	NP-ANT-F	np
Бектаев	NP-COG-OB	np
Бектауата	NP-TOP	np
Бектемір	NP-ANT-M	np
Бектеміс	NP-ANT-M	np
Бектен	NP-ANT-M	np
Бектілеу	NP-ANT-M	np
Бектұр	NP-ANT-M	np
Бектұрган	NP-ANT-M	np
Бектұрсын	NP-ANT-M	np
Бектұрғанов	NP-COG-OB	np
Бектөбе	NP-TOP	np
Бекшентаев	NP-COG-OB	np
Бекі	NP-TOP	np
Бекімов	NP-COG-OB	np
Бекін	NP-ANT-M	np
Бекқали	NP-ANT-M	np
Бекәділ	NP-ANT-M	np
Беларус	NP-AL	np
Беларуссия	NP-TOP	np
Беларусь	NP-TOP	np
Беласар	NP-ANT-M,NP-TOP	np
Беласыл	NP-ANT-M	np
Белағаш	NP-TOP	np
Белбасар	NP-TOP	np
Белберді	NP-ANT-M	np
Белбұлақ	NP-TOP	np
Белгород	NP-TOP	np
Белград	NP-TOP	np
Белгібай	NP-ANT-M	np
Белен	NP-ANT-F	np
Белес	NP-ANT-M	np
Белиз	NP-TOP	np
Белинда	NP-ANT-F	np
Белинский	NP-COG-M	np
Белков	NP-COG-OB	np
Белкөл	NP-TOP	np
Белла	NP-ANT-F	np
Беллини	NP-COG-M	np
Белов	NP-COG-OB	np
Беловощев	NP-COG-OB	np
Белоглазов	NP-COG-OB	np
Белогорский	NP-TOP	np
Белозёров	NP-COG-OB	np
Белоруссия	NP-TOP	np
Белоусов	NP-COG-OB	np
Белоусовка	NP-TOP	np
