# form	capitalised	lower-case	works — tools/names.py
# proper names the corpus capitalises, reduced to the lemma. They go
# in as `np`, so the nominal track and nothing else.
твиттерге	0	0	0
твиттерде	0	0	0
твиттердегі	0	0	0
тебериков	0	0	0
тегеранда	0	0	0
тедрос	0	0	0
тезекбаев	0	0	0
тезекбаев	0	0	0
тезеков	0	0	0
тейлормен	0	0	0
текебаев	0	0	0
текеев	0	0	0
текелінің	0	0	0
текенов	0	0	0
текесбаев	0	0	0
телевизиялық	0	9	2
телегенов	0	0	0
телеграм	0	1	1
телемисов	0	0	0
телеубаев	0	0	0
телеуов	0	0	0
телибаев	0	0	0
тельбаев	0	0	0
тельжан	0	0	0
тельманов	0	0	0
тельтаев	0	0	0
тембаев	0	0	0
темербаев	0	0	0
темербаева	0	0	0
темербек	0	0	0
темербеков	0	0	0
темергалиев	0	0	0
темерлан	0	0	0
темерхан	0	0	0
темерханов	0	0	0
темешев	0	0	0
темешов	0	0	0
темирали	0	0	0
темирболатов	0	0	0
темирбулат	0	0	0
темирбулатов	0	0	0
темиргалий	0	0	0
темиргалин	0	0	0
темиркулов	0	0	0
темурбек	0	0	0
темурлан	0	0	0
темурхан	0	0	0
темірбекұлы	0	0	0
теміржолшылар	0	2	1
темірханов	0	0	0
темірханұлы	0	0	0
темірғалиев	0	0	0
темірұлан	0	0	0
тенгекул	0	0	0
тенгеш	0	0	0
тендык	0	0	0
тенді	0	1	1
тенелбаев	0	0	0
тенелов	0	0	0
теона	0	0	0
терекбаев	0	0	0
теректілік	0	0	0
тернов	0	0	0
теслаға	0	0	0
тешебай	0	0	0
теңелбай	0	0	0
теңізбаев	0	0	0
тиана	0	0	0
тиара	0	0	0
тигран	0	0	0
тикетон	0	0	0
тиллабек	0	0	0
тимерлан	0	0	0
тимошенконы	0	0	0
тимурбек	0	0	0
тимурлан	0	0	0
тимуров	0	0	0
тимурхан	0	0	0
тимурұлы	0	0	0
тиржанов	0	0	0
тишбала	0	0	0
тиштык	0	0	0
тлебалдиев	0	0	0
тлебалды	0	0	0
тлеген	0	0	0
тлегенов	0	0	0
тлек	0	0	0
тлекбай	0	0	0
тлекеев	0	0	0
тлекжан	0	0	0
тлеккабыл	0	0	0
тлеккабылов	0	0	0
тлеков	0	0	0
тлектес	0	0	0
тлектесов	0	0	0
тлекши	0	0	0
тлекқабыл	0	0	0
тлемисов	0	0	0
тленов	0	0	0
тленчиев	0	0	0
тлепбаев	0	0	0
тлепберген	0	0	0
тлепбергенов	0	0	0
тлепиев	0	0	0
тлепов	0	0	0
тлесов	0	0	0
тлеу	0	0	0
тлеубаев	0	0	0
тлеубай	0	0	0
тлеубек	0	0	0
тлеубеков	0	0	0
тлеуберген	0	0	0
тлеубергенов	0	0	0
тлеуберди	0	0	0
тлеубердиев	0	0	0
тлеубердин	0	0	0
тлеубердинов	0	0	0
тлеуберды	0	0	0
тлеуберді	0	0	0
тлеугабыл	0	0	0
тлеугабылов	0	0	0
тлеугазы	0	0	0
тлеугайша	0	0	0
тлеугали	0	0	0
тлеугалиев	0	0	0
тлеужан	0	0	0
тлеужанов	0	0	0
тлеукабыл	0	0	0
тлеукабылов	0	0	0
тлеукан	0	0	0
тлеукеев	0	0	0
тлеукен	0	0	0
тлеукенов	0	0	0
тлеукулов	0	0	0
тлеукуль	0	0	0
тлеуленов	0	0	0
тлеулес	0	0	0
тлеулесов	0	0	0
тлеулиев	0	0	0
тлеулин	0	0	0
тлеулинов	0	0	0
тлеумагамбетов	0	0	0
тлеумбетов	0	0	0
тлеумуратов	0	0	0
тлеуов	0	0	0
тлеутай	0	0	0
тлеухан	0	0	0
тлеуханов	0	0	0
тлеухор	0	0	0
тлеуғабыл	0	0	0
тлеуқабыл	0	0	0
тлеш	0	0	0
тлешев	0	0	0
тлешов	0	0	0
тналиев	0	0	0
тогайбаев	0	0	0
тогайбеков	0	0	0
тоганбаев	0	0	0
тогизбаев	0	0	0
тогузбаев	0	0	0
тойбаев	0	0	0
тойбазаров	0	0	0
тойбек	0	0	0
тойбеков	0	0	0
тойганбаев	0	0	0
тойгулов	0	0	0
тойгуль	0	0	0
тойжан	0	0	0
тойжанов	0	0	0
тойкул	0	0	0
тойкуль	0	0	0
тойлыбаев	0	0	0
тойлыбай	0	0	0
тойлыбек	0	0	0
тойота	0	0	0
тойчиев	0	0	0
тойшибеков	0	0	0
тойшиев	0	0	0
тойшыбаев	0	0	0
тойшыбай	0	0	0
токабаев	0	0	0
токамак	0	0	0
токамакты	0	0	0
токанов	0	0	0
токбулатов	0	0	0
токеев	0	0	0
токжигитов	0	0	0
токиоға	0	0	0
токишев	0	0	0
токкулиев	0	0	0
токмурзин	0	0	0
токсабаев	0	0	0
токсамбаев	0	0	0
токсеитов	0	0	0
токсейтов	0	0	0
токтагулов	0	0	0
токтарбаев	0	0	0
токубаев	0	0	0
токушев	0	0	0
толгат	0	0	0
толенды	0	0	0
толеугайша	0	0	0
толеуханов	0	0	0
толкин	0	0	0
толкун	0	0	0
толкынбек	0	0	0
толтаев	0	0	0
толхын	0	0	0
толыбаев	0	0	0
толыбаева	0	0	0
толыкбаев	0	0	0
толымбек	0	0	0
толымбеков	0	0	0
толысбаев	0	0	0
томанов	0	0	0
томашев	0	0	0
томерис	0	0	0
топаев	0	0	0
тораңғылық	0	0	0
торбаев	0	0	0
торбай	0	0	0
торгаутов	0	0	0
торгун	0	0	0
торекулов	0	0	0
торстен	0	0	0
тортаев	0	0	0
тортбаев	0	0	0
торыбаев	0	0	0
тотаев	0	0	0
тохан	0	0	0
тохтар	0	0	0
тохтарбаев	0	0	0
тохтарбай	0	0	0
тохтарбек	0	0	0
тохтаров	0	0	0
тохтасын	0	0	0
тохтахунов	0	0	0
тохтиев	0	0	0
тоғызбаев	0	0	0
тоқаевты	0	0	0
тоқаевқа	0	0	0
тоқайұлы	0	0	0
тоқанов	0	0	0
тоқбай	0	0	0
тоқмырза	0	0	0
тоқмәди	0	0	0
тоқмәдиді	0	0	0
тоқтамұрат	0	0	0
тоқтарбаев	0	0	0
тоқтарбек	0	0	0
тоқтарбеков	0	0	0
тоқтархан	0	0	0
тоқтасынов	0	0	0
тоқтағұлов	0	0	0
трабзон	0	0	0
трабзонға	0	0	0
трамп	0	0	0
транскаспий	0	0	0
трахтенберг	0	0	0
трекин	0	0	0
трухачёв	0	0	0
трюдо	0	0	0
тубекбаев	0	0	0
тугаев	0	0	0
тугамбаев	0	0	0
тугелов	0	0	0
тугельбаев	0	0	0
тугельбай	0	0	0
туебаев	0	0	0
тузелбаев	0	0	0
тузелов	0	0	0
туйешиев	0	0	0
туймегул	0	0	0
туймекул	0	0	0
туймекуль	0	0	0
тукаев	0	0	0
туканов	0	0	0
тукебаев	0	0	0
тукеев	0	0	0
тукенов	0	0	0
тукешев	0	0	0
тукешов	0	0	0
туктибаев	0	0	0
туктубаев	0	0	0
тукубаев	0	0	0
тукушев	0	0	0
тулаганов	0	0	0
тулакбаев	0	0	0
тулақбаева	0	0	0
тулбасиев	0	0	0
тулебаев	0	0	0
тулебек	0	0	0
тулебеков	0	0	0
тулебике	0	0	0
тулегенов	0	0	0
тулеев	0	0	0
тулекбаев	0	0	0
тулеков	0	0	0
тулемис	0	0	0
тулемисов	0	0	0
туленбаев	0	0	0
тулендиев	0	0	0
тулендинов	0	0	0
туленды	0	0	0
туленов	0	0	0
тулентаев	0	0	0
тулепбаев	0	0	0
тулепбеков	0	0	0
тулепберген	0	0	0
тулепбергенов	0	0	0
тулепов	0	0	0
тулесинов	0	0	0
тулетаев	0	0	0
тулеубаев	0	0	0
тулеубай	0	0	0
тулеубек	0	0	0
тулеубеков	0	0	0
тулеугайша	0	0	0
тулеугали	0	0	0
тулеугалиев	0	0	0
тулеуов	0	0	0
тулеутаев	0	0	0
тулеутай	0	0	0
тулеухан	0	0	0
тулеуханов	0	0	0
тулеушев	0	0	0
тулеушов	0	0	0
тулешев	0	0	0
тулешов	0	0	0
тулешованы	0	0	0
тулиген	0	0	0
тултаев	0	0	0
тулубаев	0	0	0
тульбаев	0	0	0
тулькибаев	0	0	0
тультаев	0	0	0
тумабаев	0	0	0
туманбаев	0	0	0
туманов	0	0	0
тумарбаев	0	0	0
тумарбек	0	0	0
тумарис	0	0	0
тумаркул	0	0	0
тумаркуль	0	0	0
туматаев	0	0	0
туменов	0	0	0
тумышев	0	0	0
тунгатаров	0	0	0
тунгатов	0	0	0
тунгишбаев	0	0	0
тунгушбаев	0	0	0
тунгушпаев	0	0	0
тунгышбаев	0	0	0
тунгышбай	0	0	0
тунгышбек	0	0	0
турабеков	0	0	0
тураев	0	0	0
туракулов	0	0	0
турали	0	0	0
туралин	0	0	0
турапбаев	0	0	0
турапов	0	0	0
тураркуль	0	0	0
турахан	0	0	0
тураханов	0	0	0
турашев	0	0	0
турбаев	0	0	0
турбеков	0	0	0
тургаев	0	0	0
тургалиев	0	0	0
тургамбаев	0	0	0
тургамбеков	0	0	0
турганай	0	0	0
турганалиев	0	0	0
турганкул	0	0	0
турганкуль	0	0	0
тургенбаев	0	0	0
тургинбаев	0	0	0
тургумбаев	0	0	0
тургун	0	0	0
тургунбаев	0	0	0
тургунбай	0	0	0
тургунов	0	0	0
тургынбаев	0	0	0
турдали	0	0	0
турдалиев	0	0	0
турдалин	0	0	0
турдиев	0	0	0
турдыбеков	0	0	0
турдыгул	0	0	0
турдыкулов	0	0	0
туребаев	0	0	0
туребай	0	0	0
туребек	0	0	0
туребеков	0	0	0
турегали	0	0	0
турегалиев	0	0	0
турегелдиев	0	0	0
турегельдиев	0	0	0
туреев	0	0	0
турежан	0	0	0
турежанов	0	0	0
турекулов	0	0	0
туремурат	0	0	0
туремуратов	0	0	0
туретаев	0	0	0
турехан	0	0	0
туреханов	0	0	0
турешов	0	0	0
туризмді	0	0	0
туркменбаев	0	0	0
туркпенбаев	0	0	0
турксат	0	0	0
турланов	0	0	0
турлибеков	0	0	0
турлин	0	0	0
турлубаев	0	0	0
турлубек	0	0	0
турлубеков	0	0	0
турманов	0	0	0
турмаханбет	0	0	0
турмаханбетов	0	0	0
турмаханов	0	0	0
турмеш	0	0	0
турмухамбетов	0	0	0
турсинай	0	0	0
турсинбаев	0	0	0
турсинбай	0	0	0
турсинов	0	0	0
турсумбаев	0	0	0
турсумбеков	0	0	0
турсунай	0	0	0
турсунали	0	0	0
турсунбаев	0	0	0
турсунбай	0	0	0
турсунбек	0	0	0
турсунбеков	0	0	0
турсунгазы	0	0	0
турсунгали	0	0	0
турсунгалиев	0	0	0
турсунгул	0	0	0
турсунгуль	0	0	0
турсункан	0	0	0
турсункул	0	0	0
турсункулов	0	0	0
турсункуль	0	0	0
турсунов	0	0	0
турсуной	0	0	0
турсунхан	0	0	0
турсунханов	0	0	0
турсымбаев	0	0	0
турсынали	0	0	0
турсыналиев	0	0	0
турсыналы	0	0	0
турсынбуби	0	0	0
турсынгалиев	0	0	0
турсынгул	0	0	0
турсынгуль	0	0	0
турсынкан	0	0	0
турсынкул	0	0	0
турсынкулов	0	0	0
турсынкуль	0	0	0
турсынханов	0	0	0
туртаев	0	0	0
туртбаев	0	0	0
туртулов	0	0	0
турумбетов	0	0	0
турумов	0	0	0
турусбеков	0	0	0
турусов	0	0	0
туруспеков	0	0	0
турымхан	0	0	0
турысбаев	0	0	0
тусенов	0	0	0
туспеков	0	0	0
тустикбаев	0	0	0
тусупбаев	0	0	0
тусупбеков	0	0	0
тусупжанов	0	0	0
тусупов	0	0	0
туткабаев	0	0	0
туткабеков	0	0	0
туткушев	0	0	0
туткышбаев	0	0	0
туякпаев	0	0	0
туғанай	0	0	0
туғанай	0	0	0
тыныбаев	0	0	0
тыныбеков	0	0	0
тынымбаев	0	0	0
тынымбай	0	0	0
тынымкул	0	0	0
тынымкуль	0	0	0
тынымкүл	0	0	0
тынысбаев	0	0	0
тынысбай	0	0	0
тынышкул	0	0	0
тынышкуль	0	0	0
тыныштыкбаев	0	0	0
тыныштыков	0	0	0
тыныштықбай	0	0	0
тыныштықов	0	0	0
тыштыбаев	0	0	0
тэгу	0	0	0
тюлебаев	0	0	0
тюлеген	0	0	0
тюлегенов	0	0	0
тюлеев	0	0	0
тюлюбаев	0	0	0
тютебаев	0	0	0
тілегенов	0	0	0
тілекжан	0	0	0
тілекқабыл	0	0	0
тілекұлы	0	0	0
тілепбаев	0	0	0
тілепберген	0	0	0
тілеуов	0	0	0
тілеухан	0	0	0
тілеухан	0	0	0
тілләгүл	0	0	0
түгелбайұлы	0	0	0
түзелбай	0	0	0
түзелбек	0	0	0
түймебай	0	0	0
түймебек	0	0	0
түктібаев	0	0	0
түпқараған	0	0	0
түргенбаев	0	0	0
түркменбай	0	0	0
түркпа	0	0	0
түрксой	0	0	0
түрікменстандағы	0	0	0
түсіпбек	0	0	0
түсіпхан	0	0	0
тұмарым	0	0	0
тұнғыш	0	0	0
тұрабай	0	0	0
тұрарұлы	0	0	0
тұрақбай	0	0	0
тұрдалы	0	0	0
тұрдыбай	0	0	0
тұрдыгүл	0	0	0
тұрдықұл	0	0	0
тұрлан	0	0	0
тұрлыбеков	0	0	0
тұрлыхан	0	0	0
тұрлыхан	0	0	0
тұрманов	0	0	0
тұрмахан	0	0	0
тұрмаханбет	0	0	0
тұрсыналы	0	0	0
тұрсынбаева	0	0	0
тұрсынбаеваны	0	0	0
тұрсынбеков	0	0	0
тұрсынбекұлы	0	0	0
тұрсынгүл	0	0	0
тұрсынхан	0	0	0
тұрсынхан	0	0	0
тұрсынханов	0	0	0
тұрсынғазы	0	0	0
тұрсынғалиев	0	0	0
тұрсынқұл	0	0	0
тұрсынәлі	0	0	0
тұрысбеков	0	0	0
тұрғали	0	0	0
тұрғалиев	0	0	0
тұрғанай	0	0	0
тұрғанбаев	0	0	0
тұрғанбеков	0	0	0
тұрғанов	0	0	0
тұрғанәлі	0	0	0
тұрғымбаев	0	0	0
тұрғымбаевқа	0	0	0
тұтынушылар	0	16	1
тұтқабай	0	0	0
тұяқбаев	0	0	0
тұңғышбаев	0	0	0
тұңғышбай	0	0	0
тәжбенов	0	0	0
тәжікстанға	0	0	0
тәжіхан	0	0	0
тәліпбай	0	0	0
тәпенов	0	0	0
тәсним	0	0	0
тәттібек	0	0	0
тәтішев	0	0	0
тәтішевті	0	0	0
тәубәхан	0	0	0
тәуекелов	0	0	0
тәуелсіздігіне	0	2	2
тәуелсіздікке	0	3	2
тәукехан	0	0	0
тәуіржан	0	0	0
тәңірхан	0	0	0
төкенов	0	0	0
төлебек	0	0	0
төлеби	0	0	0
төлеби	0	0	0
төлебилік	0	0	0
төлегенова	0	0	0
төлегенұлы	0	0	0
төлеміс	0	0	0
төлеміс	0	0	0
төлемісов	0	0	0
төленбай	0	0	0
төленбек	0	0	0
төлендиев	0	0	0
төленов	0	0	0
төлепбай	0	0	0
төлепберген	0	0	0
төлепбергенов	0	0	0
төлепбергенов	0	0	0
төлепов	0	0	0
төлепов	0	0	0
төлеубеков	0	0	0
төлеуов	0	0	0
төлеуханов	0	0	0
төлеуғазы	0	0	0
төлеуғали	0	0	0
төлеуғали	0	0	0
төлеуғалиев	0	0	0
төлешов	0	0	0
төлжанұлы	0	0	0
төреали	0	0	0
төребеков	0	0	0
төреби	0	0	0
төремұратов	0	0	0
төренұр	0	0	0
төреханов	0	0	0
төреханұлы	0	0	0
төреш	0	0	0
төреғали	0	0	0
төреғали	0	0	0
төреғалиев	0	0	0
төреқожа	0	0	0
төреәли	0	0	0
төреәлі	0	0	0
төреәлі	0	0	0
төртқұдық	0	0	0
төрәлі	0	0	0
уазира	0	0	0
уаисов	0	0	0
уайдиди	0	0	0
уайсов	0	0	0
уакасов	0	0	0
уакпаев	0	0	0
уалиева	0	0	0
уалиханұлы	0	0	0
уалханов	0	0	0
уапов	0	0	0
уасиля	0	0	0
уатаев	0	0	0
уатхан	0	0	0
уахит	0	0	0
уахитов	0	0	0
убайдуллаев	0	0	0
уваисов	0	0	0
увалиев	0	0	0
угилой	0	0	0
уголовный	0	0	0
узбаев	0	0	0
узбекбаев	0	0	0
узбеков	0	0	0
узенбаев	0	0	0
узилдик	0	0	0
узилхан	0	0	0
узипа	0	0	0
уивер	0	0	0
уйсимбаев	0	0	0
уйтолган	0	0	0
укасов	0	0	0
укенов	0	0	0
украинадағы	0	0	0
украинский	0	0	0
уксикбаев	0	0	0
уксукбаев	0	0	0
укубаев	0	0	0
укубасов	0	0	0
улана	0	1	1
уланбек	0	0	0
уланов	0	0	0
уласбек	0	0	0
улбазар	0	0	0
улбиби	0	0	0
улболган	0	0	0
улболсин	0	0	0
улболсун	0	0	0
улбосин	0	0	0
улбулсин	0	0	0
улбусин	0	0	0
улганым	0	0	0
улдана	0	0	0
улданай	0	0	0
улдаркуль	0	0	0
улдархан	0	0	0
улдаш	0	0	0
улдыкыз	0	0	0
улжабаев	0	0	0
улжалгас	0	0	0
улжалғас	0	0	0
улжамал	0	0	0
улжанай	0	0	0
улжаркин	0	0	0
улжаркын	0	0	0
улзада	0	0	0
улзира	0	0	0
улзия	0	0	0
улия	0	0	0
улмес	0	0	0
улмира	0	0	0
улпаш	0	0	0
улсара	0	0	0
улсерик	0	0	0
ултараков	0	0	0
улту	0	0	0
ултуаш	0	0	0
ултусын	0	0	0
улугбек	0	0	0
улукбек	0	0	0
улуғбек	0	0	0
улшат	0	0	0
улылбаев	0	0	0
улыров	0	0	0
ульжан	0	0	0
ульзана	0	0	0
ульмекен	0	0	0
ульяна	0	0	0
ульяна	0	0	0
умаралиев	0	0	0
умарбек	0	0	0
умарбеков	0	0	0
умаргалиев	0	0	0
умаров	0	0	0
умбетали	0	0	0
умбетжанов	0	0	0
умбеткалиев	0	0	0
умбеткулов	0	0	0
умербаев	0	0	0
умербек	0	0	0
умербеков	0	0	0
умерзаков	0	0	0
умида	0	0	0
умиджан	0	0	0
умиджон	0	0	0
умирали	0	0	0
умиралиев	0	0	0
умирбаев	0	0	0
умирбай	0	0	0
умирбек	0	0	0
умирбеков	0	0	0
умиргали	0	0	0
умиргалиев	0	0	0
умиржан	0	0	0
умиржанов	0	0	0
умирзак	0	0	0
умирзаков	0	0	0
умирзах	0	0	0
умирзахов	0	0	0
умирзақ	0	0	0
умиркулов	0	0	0
умиров	0	0	0
умирсерик	0	0	0
умиртаев	0	0	0
умиртай	0	0	0
умирхан	0	0	0
умитгул	0	0	0
умитгуль	0	0	0
умиткан	0	0	0
умиткул	0	0	0
умиткуль	0	0	0
умралиев	0	0	0
умсун	0	0	0
умурзак	0	0	0
умут	0	0	0
умутай	0	0	0
умутбаев	0	0	0
умутжан	0	0	0
умуткан	0	0	0
умуткуль	0	0	0
умытжан	0	0	0
уміт	0	0	0
унаев	0	0	0
унайбаев	0	0	0
унайбеков	0	0	0
унгарбаев	0	0	0
унгарбай	0	0	0
унгаров	0	0	0
ундаганов	0	0	0
унербаев	0	0	0
унербек	0	0	0
унзила	0	0	0
университеті	0	8	4
университетіне	0	2	1
ураз	0	0	0
уразаев	0	0	0
уразай	0	0	0
уразаков	0	0	0
уразали	0	0	0
уразалиев	0	0	0
уразалин	0	0	0
уразалинов	0	0	0
уразалы	0	0	0
уразбаев	0	0	0
уразбай	0	0	0
уразбек	0	0	0
уразбеков	0	0	0
уразбике	0	0	0
уразгали	0	0	0
уразгалиев	0	0	0
уразгалий	0	0	0
уразгул	0	0	0
уразгулов	0	0	0
уразгуль	0	0	0
уразимбетов	0	0	0
уразкул	0	0	0
уразкуль	0	0	0
уразов	0	0	0
уразымбетов	0	0	0
уракбаев	0	0	0
ураков	0	0	0
уралбаев	0	0	0
уралбай	0	0	0
уралбек	0	0	0
уралбеков	0	0	0
уралов	0	0	0
уральск	0	0	0
урашев	0	0	0
урбиби	0	0	0
урбигул	0	0	0
урбисинов	0	0	0
урдабаев	0	0	0
уржамал	0	0	0
урзада	0	0	0
урзия	0	0	0
уримхан	0	0	0
уринбаев	0	0	0
уринбай	0	0	0
уринбасар	0	0	0
уринбасаров	0	0	0
урингул	0	0	0
урипа	0	0	0
урисбаев	0	0	0
уристемов	0	0	0
уркен	0	0	0
уркинбаев	0	0	0
уркумбаев	0	0	0
урманов	0	0	0
урпатша	0	0	0
урстем	0	0	0
урумбаев	0	0	0
урунбаев	0	0	0
урхия	0	0	0
урынбаев	0	0	0
урынбасар	0	0	0
урынбасаров	0	0	0
урынгали	0	0	0
урынгалиев	0	0	0
урынша	0	0	0
усабаев	0	0	0
усаев	0	0	0
усанов	0	0	0
усеинов	0	0	0
усейнов	0	0	0
усенбек	0	0	0
усенбеков	0	0	0
усентаев	0	0	0
усенхан	0	0	0
усер	0	0	0
усербаев	0	0	0
усербай	0	0	0
усербек	0	0	0
усеров	0	0	0
усибалиев	0	0	0
усипбаев	0	0	0
усипбеков	0	0	0
усипов	0	0	0
ускембаев	0	0	0
ускенбаев	0	0	0
ускенбай	0	0	0
ускенов	0	0	0
ускумбаев	0	0	0
услуадам	0	0	0
усман	0	0	0
усманов	0	0	0
успанов	0	0	0
успен	0	0	0
устемиров	0	0	0
устенов	0	0	0
уталиев	0	0	0
утаралиев	0	0	0
утарбаев	0	0	0
утаров	0	0	0
утебаев	0	0	0
утебай	0	0	0
утебалиев	0	0	0
утебеков	0	0	0
утебике	0	0	0
утегали	0	0	0
утегалиев	0	0	0
утеген	0	0	0
утегенов	0	0	0
утегулов	0	0	0
утеев	0	0	0
утежанов	0	0	0
утеков	0	0	0
утелбаев	0	0	0
утелов	0	0	0
утельбаев	0	0	0
утембаев	0	0	0
утемис	0	0	0
утемурат	0	0	0
утемуратов	0	0	0
утениязов	0	0	0
утенов	0	0	0
утеп	0	0	0
утепбаев	0	0	0
утепберген	0	0	0
утепбергенов	0	0	0
утепкалиев	0	0	0
утепов	0	0	0
утесин	0	0	0
утетлеуов	0	0	0
утеубаев	0	0	0
утеулиев	0	0	0
утеулин	0	0	0
утеуов	0	0	0
утешев	0	0	0
утешкалиев	0	0	0
утешов	0	0	0
уткелбаев	0	0	0
уткельбаев	0	0	0
уткирбек	0	0	0
ухань	0	0	0
ухов	0	0	0
ушуров	0	0	0
фабианның	0	0	0
фазилов	0	0	0
фазылжан	0	0	0
фазылхан	0	0	0
фаиза	0	0	0
фаина	0	0	0
фаинаны	0	0	0
файв	0	0	0
файерпауэр	0	0	0
файза	0	0	0
файзиев	0	0	0
файзулин	0	0	0
файзуллаев	0	0	0
файзуллин	0	0	0
файруза	0	0	0
факиза	0	0	0
факизат	0	0	0
фания	0	0	0
фарангиз	0	0	0
фарзана	0	0	0
фаридаш	0	0	0
фаризат	0	0	0
фарит	0	0	0
фариха	0	0	0
фаррух	0	0	0
фаруза	0	0	0
фарух	0	0	0
фархат	0	0	0
фархатұлы	0	0	0
фарход	0	0	0
фатма	0	0	0
фатыма	0	0	0
фахриддин	0	0	0
федерациясына	0	0	0
фейсбук	0	0	0
фейсбукта	0	0	0
фейсбукте	0	0	0
фейсбуктегі	0	0	0
фемида	0	0	0
фериде	0	0	0
феризат	0	0	0
фирдавс	0	0	0
фирюза	0	0	0
флайарыстан	0	0	0
флюра	0	0	0
фоккер	0	0	0
фоккерге	0	0	0
фотима	0	0	0
фримантл	0	0	0
фудс	0	0	0
футболдан	0	0	0
фёдор	0	0	0
фёдоров	0	0	0
фәриза	0	0	0
фәтима	0	0	0
хабарда	0	4	3
хаби	0	0	0
хабибулин	0	0	0
хабибуллаев	0	0	0
хабибуллин	0	0	0
хабидулла	0	0	0
хабиев	0	0	0
хабира	0	0	0
хабит	0	0	0
хабта	0	0	0
хабтағы	0	0	0
хава	0	1	1
хавьер	0	0	0
хаджимурат	0	0	0
хадиджа	0	0	0
хадижа	0	0	0
хадича	0	0	0
хазиза	0	0	0
хазима	0	0	0
хазира	0	0	0
хазрет	0	3	3
хаиров	0	0	0
хайдаров	0	0	0
хайдарқызы	0	0	0
хайквижн	0	0	0
хайратбек	0	0	0
хайрбек	0	0	0
хайрлиев	0	0	0
хайров	0	0	0
хайрулин	0	0	0
хайрулла	0	0	0
хайруллаев	0	0	0
хайруллин	0	0	0
хайрушев	0	0	0
хайтбаев	0	0	0
хайша	0	0	0
хакимжанов	0	0	0
халбаев	0	0	0
халбай	0	0	0
халбиби	0	0	0
халбике	0	0	0
халелов	0	0	0
халенов	0	0	0
халидуллин	0	0	0
халиев	0	0	0
халилаев	0	0	0
халилов	0	0	0
халилулла	0	0	0
халимаш	0	0	0
халимов	0	0	0
халипа	0	0	0
халиса	0	0	0
халит	0	0	0
халит	0	0	0
халитов	0	0	0
халия	0	0	0
халметов	0	0	0
халмуратов	0	0	0
халмурзаев	0	0	0
халықов	0	0	0
хамар	0	1	1
хамария	0	0	0
хамбар	0	0	0
хаметов	0	0	0
хаметчина	0	0	0
хамзаев	0	0	0
хамзат	0	0	0
хамзе	0	0	0
хамзеұлы	0	0	0
хамидов	0	0	0
хамидулла	0	0	0
хамидуллаев	0	0	0
хамидуллин	0	0	0
хамиев	0	0	0
хамитжан	0	0	0
хамитжанов	0	0	0
хамитов	0	0	0
хамитов	0	0	0
хамитұлы	0	0	0
хамия	0	0	0
хамраев	0	0	0
ханали	0	0	0
ханат	0	0	0
ханафиев	0	0	0
ханболат	0	0	0
хангерей	0	0	0
ханжазов	0	0	0
ханзат	0	0	0
ханзира	0	0	0
ханипа	0	0	0
хания	0	0	0
ханкелді	0	0	0
ханкерей	0	0	0
ханнұр	0	0	0
ханой	0	0	0
хансұлтан	0	0	0
хантөре	0	0	0
ханшаим	0	0	0
ханымай	0	0	0
ханәли	0	0	0
хапиза	0	0	0
харесов	0	0	0
харлыгаш	0	0	0
хасангали	0	0	0
хасанов	0	0	0
хасе	0	0	0
хасиет	0	0	0
хасият	0	1	1
хатира	0	1	1
хафизов	0	0	0
хафса	0	0	0
хафтар	0	0	0
хилола	0	0	0
химиктер	0	8	2
хисметов	0	0	0
хисомиддиновке	0	0	0
хиуаз	0	0	0
хиуаз	0	0	0
ходжабаев	0	0	0
ходжабеков	0	0	0
ходжаназаров	0	0	0
хожабаев	0	0	0
хожабай	0	0	0
хожаев	0	0	0
хожамуратов	0	0	0
хожанов	0	0	0
хожахметов	0	0	0
холида	0	0	0
хоум	0	0	0
хуанбай	0	0	0
хуанган	0	0	0
хуандаг	0	0	0
хуанцю	0	0	0
хуаныш	0	0	0
хуаньцю	0	0	0
хуатбек	0	0	0
хубэй	0	0	0
худайберганов	0	0	0
худайберген	0	0	0
худайбергенов	0	0	0
хумарбек	0	0	0
хуралай	0	0	0
хурметбек	0	0	0
хуршид	0	0	0
хусан	0	0	0
хусанов	0	0	0
хымбат	0	0	0
хэнкс	0	0	0
хэфэй	0	0	0
хёндэ	0	0	0
церн	0	0	0
цзиньпин	0	0	0
цукуба	0	0	0
цюрихтен	0	0	0
чавкина	0	0	0
чайзада	0	0	0
чакенов	0	0	0
чакрабарти	0	0	0
чалабаев	0	0	0
чалышкан	0	0	0
чарос	0	0	0
чермашев	0	0	0
черниязов	0	0	0
черновцы	0	0	0
чечулин	0	0	0
чжаньшу	0	0	0
чинар	0	0	0
чинара	0	0	0
чингиз	0	0	0
чингизхан	0	0	0
чингис	0	0	0
чингисов	0	0	0
чингисхан	0	0	0
чинибеков	0	0	0
чокан	0	0	0
чолпан	0	0	0
чоршанбе	0	0	0
чукаев	0	0	0
чукеев	0	0	0
чукенов	0	0	0
чулпан	0	0	0
чханвон	0	0	0
чханвонда	0	0	0
шабаев	0	0	0
шабанбаев	0	0	0
шабанов	0	0	0
шабаров	0	0	0
шабданов	0	0	0
шабденов	0	0	0
шабнам	0	0	0
шавкат	0	0	0
шавкат	0	0	0
шавкатов	0	0	0
шагаев	0	0	0
шагиев	0	0	0
шагирбаев	0	0	0
шагиров	0	0	0
шадаев	0	0	0
шаденов	0	0	0
